gene	atnos1	coi1	dde2	ein2-1	ein3	jar1	jin1	mpk3	mpk6	ndr1-1	nho1	nia2	npr1-1	pad4-1	pbs2-1	pen2	pmr4	rbohD	rbohF	rps2-101C	sag101	sid2-2
At3g50970	-0.106845184	-0.841467014	-1.218738711	0.316630491	-0.094630555	-0.153002378	-0.242018378	0.346165845	-0.153495044	-0.212746301	0.419780653	0.160794906	-0.291942355	-0.174300509	-0.468250968	-0.477515014	-0.055369347	0.239168616	-0.034737094	-0.093972301	-0.131768681	-0.027456968
At3g51330	-0.12822142	0.566968692	-0.312738741	0.036000869	-0.117212825	0.060688925	-0.012627408	0.016497175	-0.062021408	-1.513900584	0.152828359	-0.059562733	-0.891389025	-0.615013531	-0.331928917	-0.001274641	-0.025823308	-0.18637742	0.0251836	-0.315366584	-0.109103641	-0.494404917
At3g51730	0.25994799	0.387373652	-0.068042431	-0.130004137	0.025661127	0.158914236	0.420928236	0.239873927	0.268090903	0.349342795	-0.081502348	-0.001862992	0.252217527	-0.190431937	-0.210009538	0.263496986	0.083669319	-0.06658641	0.273880674	0.331193462	0.047330652	0.062912462
At3g51895	-0.327856399	-0.883946388	-0.208529565	-0.743545224	-0.283663534	-0.285916899	-0.398254565	-0.028440934	-0.031218565	-0.398062049	0.218934946	-0.048502674	-0.192806334	-0.221457424	-0.479177383	-0.202206054	0.386444279	0.008534401	0.096051326	-0.602570049	0.156906612	-0.054035716
At3g52400	-0.706150154	-0.06220785	-0.477582023	-0.228936123	-0.369225414	-0.524351356	0.022417644	-0.068728214	-0.226242356	-3.89540587	0.032822817	-0.35800359	-0.774894814	-0.987417323	-1.045478204	-0.469918516	0.118579484	-0.161142954	-0.16691659	-2.61185587	0.14539215	-0.50303787
At3g52430	-0.162116004	0.063396458	0.207459879	0.246917809	0.113691735	0.113316546	0.108074546	0.126616135	0.078534213	-3.495787331	-0.338215542	0.159233314	-0.098050465	-1.746329791	0.011541336	-0.144364542	-0.200759542	0.250448596	0.098944981	-1.197480331	0.070497458	0.298090002
At3g54150	-0.928471972	-1.348377168	-0.728566048	-0.073311883	-0.470550213	-0.637727048	-0.429712048	-0.013412813	-0.144081715	-3.740901832	0.239416832	-0.184961645	-1.107177613	-1.532687083	-1.337161498	-0.587638834	0.015793499	-0.339151372	-0.131595979	-2.367727498	-0.062678501	-1.363327832
At3g54420	-0.498866473	1.267486525	-0.18321409	0.140694364	-0.065753502	-0.117168423	0.119622577	0.174651298	-0.10034009	-2.09924498	0.122569525	-0.200291375	-0.781756902	-0.786579436	-1.00847898	-0.103648809	0.369494191	0.082996927	-0.058335709	-1.13190698	-0.006820809	-1.170452646
At3g54480	-0.040188152	0.149284868	0.051858123	0.051856641	0.051203357	0.054145456	-0.07085621	0.042785357	0.030524456	0.01358093	0.383263201	-0.032913392	0.000815757	-0.047037159	0.061110596	-0.009952799	0.324797868	-0.069037752	-0.210057392	-0.023672737	0.043087868	-0.01941507
At3g54840	-0.180074941	-0.143977105	-0.239024121	0.147029753	-0.292358596	-0.171345121	-0.053207454	-0.063416596	-0.224902787	-0.299471538	-0.312350105	0.026745971	-0.442618196	-0.135343647	-0.060996872	0.112164895	-0.174608772	0.106042459	0.135773971	-0.504801538	-0.019387105	-0.260680872
At3g54920	0.389871109	-0.0540994	0.25103093	0.059231046	0.326990232	-0.03444707	-0.00273707	0.223969432	0.07831693	1.458671287	-0.1116514	0.143599393	0.613480232	0.513645646	0.535932287	0.034313934	-0.083155733	0.224905509	0.016499059	0.839626621	-0.069637733	0.344693954
At3g56400	-0.163664438	-0.055102896	-0.381075628	0.0322906	-0.14249513	0.156020038	0.197920038	0.10209227	-0.193996628	-2.329028745	-0.442432896	-0.060563808	-1.42297833	-0.4008806	0.373785922	0.466576104	0.060869104	-0.261405638	0.299116525	-0.885240411	0.08558677	-1.460958411
At3g57020	0.177638718	-0.153239289	-0.08052491	0.097706659	0.248630911	0.032784423	0.04025509	0.099185311	0.184349756	-0.397287663	0.005973044	0.113841434	-0.115722089	0.000153459	-0.16750533	-0.101970289	0.113155711	0.108175518	-0.042839899	-0.10850533	0.014688711	-0.24949433
At3g57240	-0.482400973	-0.050088214	0.076862348	-0.234112854	-0.156380137	0.006387681	-0.150714652	-0.253913137	0.041635681	0.045814821	0.077756453	-0.059613711	-0.197834537	-0.044160454	-0.203740513	0.000196786	-0.149961547	-0.031604973	0.193679956	0.622468487	0.032434786	-0.235736513
At3g57260	-1.341997567	0.689456812	-0.151631281	1.408822174	0.256821357	-0.050295614	-0.430959948	0.582183957	-0.666848614	-2.00942092	-0.242192855	-0.473564488	-1.469564843	-1.221133826	-0.505343253	1.381696145	0.207120145	-0.071025567	0.265947179	0.605239414	0.197182145	-1.94271292
At3g59930	0.408958177	-1.760503078	-0.16846935	0.083207598	-0.042535692	-0.41846935	-0.364948684	-0.031013492	0.307380316	0.301343134	0.087558589	0.169643431	0.296549508	0.305880998	0.243836467	-1.090425078	-0.242155078	0.237034777	-0.065549569	0.418449134	-0.251681411	0.684674134
At3g61440	-0.318017769	-1.09720982	0.050128156	-0.858185166	-0.24258804	-0.312740844	0.046450489	-0.25032464	-0.230931511	-0.312060387	0.006490513	-0.183124059	-0.34047084	0.181501434	0.215626946	-0.68017082	-0.12111282	-0.235382169	0.023022941	-0.24723472	-0.189783487	-0.45113872
At3g62780	-0.101273909	-0.370106467	-0.080322466	-0.22357181	-0.001627359	0.042875867	0.137477534	-0.031352159	0.0401812	-0.669544219	0.145616866	-0.013964716	-0.514378759	-0.12389741	0.372823781	-0.236999134	-0.1104588	0.031089091	0.01036395	-0.450921219	0.0262502	-0.038353885
At4g00430	0.418547058	-1.860286085	-0.013400155	0.102258419	0.184675639	0.509308511	-0.181746489	0.281920839	0.313831845	1.681468811	0.251799581	0.339775875	0.923713039	0.543424619	0.506513144	-0.164289085	0.247431248	0.200829458	-0.253885791	1.580839144	-0.039113085	0.449769144
At4g00700	-0.210338326	0.500247711	-0.278535598	0.254521373	-0.017019643	-0.227568598	0.116899735	-0.192067843	-0.078479265	-1.758911237	-0.250399289	0.089502265	-0.612500843	-0.728538427	-0.22629057	0.069249045	-0.152607289	-0.143324526	0.118907265	-0.76549357	0.098503045	-0.53436957
At4g01100	0.220867062	0.087479059	0.232527593	-0.101092561	0.032068648	0.044781926	0.04444626	0.024438648	0.031994593	0.426313244	-0.026223274	0.007459616	0.378161648	0.291112039	0.077276578	-0.212979941	-0.023799941	-0.034651538	0.134132283	0.271160244	-0.015457941	0.100471578
At4g01250	-0.495497603	0.508511484	-0.451016584	0.103011217	-0.174282797	-0.445229584	0.020558083	0.225753803	0.058510416	-1.209531228	0.00537115	-0.146426594	-0.676599197	-0.800594383	-0.865006561	-0.20759085	0.58751915	0.212212597	-0.055997928	-0.755853561	0.31150215	-0.827779228
At4g01370	-0.419507333	-0.271225542	-0.065536936	0.006831524	-0.237970258	0.007745064	-0.04240127	0.003527942	-0.143737936	-1.320473967	0.190424125	-0.120284061	-0.874138458	-0.552819276	-0.5639363	-0.372819542	-0.153705542	-0.274236733	-0.406374395	-0.8443873	-0.273638542	-0.612188967
At4g01700	-0.235888157	0.331340507	0.345746228	0.004266067	0.055439688	0.380517228	0.218556228	0.260588888	0.182849228	-0.992703806	0.20133084	-0.087026847	-0.142966512	-0.204159933	-0.13715814	0.23004584	0.260886507	0.014063043	0.26643782	-0.01601514	-0.181830826	-0.493733806
At4g02080	-0.315338054	0.176538454	-0.138419836	-0.166963881	-0.157586266	0.010517498	-0.051163836	-0.057903866	-0.170387836	-0.563776528	-0.079627546	-0.107785816	-0.240786666	-0.193510081	-0.415863528	0.046110454	0.152728454	-0.101622054	-0.129957816	-0.415287195	-0.02539788	-0.294354195
At4g02380	0.169564041	0.320779481	-0.140774786	0.246194398	-0.126721616	0.403008547	0.460931881	0.262578384	-0.118441453	-1.079294097	0.006976148	0.066811309	-0.303667616	-0.130605602	0.264595237	-0.260980519	0.243619481	0.223079041	-0.262015358	-1.139433763	0.500776148	-1.189644763
At4g02580	0.086385006	0.106905088	0.108348442	0.344676985	0.065765775	0.124735775	-0.092624225	0.207685975	0.047946442	0.177798792	0.000223088	0.037402495	0.154714775	0.055637185	-0.062221541	0.058237088	-0.000168912	0.108673806	-0.154428838	0.381512792	0.058610755	0.052936459
At4g03510	0.22067989	0.149036859	0.176316635	0.079457789	0.384381756	-0.103851032	0.062586968	0.080149956	0.003420968	0.049386356	-0.182018808	-0.084288808	0.185186156	-0.014412011	-0.179221644	-0.106279808	-0.192744808	0.04487969	-0.121000475	0.224474022	-0.041353474	0.168093689
At4g03520	0.363503827	-0.230009238	-0.035400025	0.127199303	-0.085697043	0.014042641	0.118249308	-0.095899043	0.038761308	1.501572218	-0.036643905	0.130892425	0.373285157	0.763802903	0.721045218	0.393696095	-0.176734238	0.135124227	-0.139411908	0.993047885	0.203458762	0.356449885
At4g03550	-0.204142999	0.527294575	-0.050222735	-0.105286885	-0.10074042	-0.249058735	-0.271055068	-0.19056002	-0.077961735	-1.618292176	0.121423909	-0.085743366	-0.50286742	-0.435556685	-0.485653176	0.171431909	-0.560225091	-0.250456999	0.131324301	-0.834943176	0.055857575	-0.352527176
At4g04210	0.074076923	-0.147637766	0.212845602	0.005625915	0.089214301	0.158938935	0.143756935	-0.135702499	0.114019602	-0.418991041	-0.049579432	0.090667306	0.109481301	-0.145378885	0.027395959	0.013768234	0.062501568	-0.105692877	-0.009124028	-0.307517375	0.011333234	0.020831959
At4g04490	-0.306044915	0.25422317	-0.304763649	0.077448488	-0.085728303	-0.192955649	-0.303969315	-0.006280703	-0.159219315	-1.554671663	0.208637836	-0.196640668	-0.546349503	-0.753753312	-0.467508663	-0.103305497	-0.033790164	-0.326917115	-0.439624335	-1.066431997	-0.01503483	-0.296565663
At4g04500	-0.171477822	0.958813521	-0.028515667	0.128530949	-0.002253761	-0.104904334	-0.174875667	0.046698839	-0.241861667	-1.117009817	-0.165080479	0.081362565	-0.386756961	-0.464079851	-0.156121817	0.244128521	0.065618187	0.062251578	0.092164899	-0.466853817	0.124422187	-0.227646484
At4g04610	-0.794556734	-0.706771697	0.041601026	-0.376559623	-0.316601344	-0.403007974	-0.055360974	-0.453826344	-0.381436308	-1.661292772	-0.008531364	-0.290433624	-0.109698744	-0.673192623	-0.955194439	-0.551887697	0.267419303	0.102785666	-0.00038529	-1.648887105	0.048597969	-0.663272772
At4g08870	0.922553408	-4.153140169	0.638111601	0.245187857	0.529771685	0.433013601	-0.375061065	0.178477485	0.478954601	3.474554888	-0.384111502	0.30300014	2.013565085	1.653016057	1.060648554	-0.230734836	-0.074668502	0.527341408	0.03088214	2.422310888	-0.307077836	1.481836554
At4g08950	-0.126783163	0.0230014	0.052720921	-0.090207342	0.032825641	-0.162034412	0.107950255	0.075505041	-0.086383745	-1.18829505	-0.0881376	-0.131844418	-0.188413959	-0.560926142	-0.745279383	-0.4091396	-0.063585267	-0.089442963	-0.148489752	-1.11562205	0.097214733	-0.109931716
At4g10500	-0.896618923	0.693355323	0.021295798	0.84120804	0.042183468	-0.048578202	-0.184390202	0.602952668	-0.270450202	-0.866466916	-0.22557101	-0.404341187	-1.163675732	-0.74996196	-0.12575325	0.562132323	0.374656323	-0.401046123	0.224795813	0.297153417	0.209467657	-1.219341916
At4g10840	-0.058502897	-0.18413572	-0.157068442	-0.08764777	-0.12452303	-0.042021442	-0.067568442	-0.13305903	-0.088719775	-0.737367009	0.000387946	0.053061446	-0.27316363	-0.31407557	-0.262024009	-0.08015172	-0.011514387	-0.019819297	0.08914578	-0.652482342	0.215242946	0.001949658
At4g11110	-0.024008879	0.344447016	-0.090502839	0.03530562	-0.200462457	-0.151502506	-0.201901839	-0.074379057	0.036364161	-0.109334378	0.293502349	-0.11505421	-0.024771857	-0.14240438	-0.389039711	0.192936349	0.298565349	0.013589521	0.05887179	-0.005303378	0.105972682	0.000690622
At4g11360	-0.247046288	-0.200476551	0.130730727	-0.512486312	-0.270788058	-0.68791494	0.300384393	0.020300742	0.083598727	-0.700425029	0.090245449	0.05828001	-0.082414658	-0.272655112	-0.681877029	0.158753116	0.247921782	0.043117312	0.144479677	-0.260773029	0.335452782	-0.199764696
At4g11840	-0.240658902	-0.002648027	-0.75925252	-0.21613324	-0.318632583	-0.76103152	-0.60950952	-0.129267983	-0.455625854	-1.607876616	0.010206973	-0.140513386	-0.824880383	-0.51805544	-0.567797616	-0.24353036	-0.13416836	-0.046853502	-0.124123386	-0.879207282	0.336268973	-0.458874616
At4g12470	0.36151092	0.479843775	0.250146021	-1.581856308	-0.326472498	0.158535687	0.436569021	0.101233102	-0.133373313	0.633165005	-0.474433225	0.099945384	0.312255702	0.781626292	0.812692338	-0.774735559	-0.081896225	0.30842812	-0.366700616	0.632601671	-0.158068225	-0.121179662
At4g12480	0.191342502	1.222128378	0.245565914	-0.947679618	-0.229573392	0.148181247	0.026634914	0.153409608	-0.150835086	-0.022460129	-0.421172622	0.003497405	-0.032514592	0.676464582	0.528747538	-0.838005622	0.282506378	-0.333366898	-0.207824929	0.757979871	-0.269222288	-0.290537129
At4g13250	0.379707629	-0.457910176	-0.233748631	-0.074373967	0.054268998	0.058314369	-0.193403965	-0.008941802	0.078064035	0.325964759	0.013308491	-0.092551247	0.655850398	0.402985833	0.109674759	-0.516734843	0.204850157	-0.017029171	-0.122460247	0.259255092	-0.286842843	0.758465426
At4g13510	0.108283341	0.696828064	0.04045185	0.214303431	-0.195930369	-0.133739483	0.20453985	-0.019274569	-0.14110315	-1.740341149	-0.31154127	0.180099701	-0.719564769	-0.063914769	-0.082831816	0.25393773	0.113068064	0.054311341	0.048727368	-0.933283482	0.178741397	-0.559740482
At4g13770	0.107573059	-0.408071653	0.130636265	-0.011904809	0.240074976	0.390328599	0.266201599	0.095470976	-0.134532401	3.066388623	0.100165014	0.336101402	0.511747976	0.795182791	0.67046229	0.082106014	0.132467014	-0.031714141	0.089241736	2.25830529	-0.042359653	0.19737029
At4g13790	-0.000932517	-0.200829793	-0.096619939	0.126513671	-0.218651847	0.271459061	0.149586061	0.043603553	0.096689728	0.562815259	0.006181874	0.104356946	0.233462753	0.135310271	0.236783926	-0.037604793	0.095724874	-0.029134117	0.372685613	0.161938593	-0.103658793	-0.179730074
At4g13830	0.399591041	-0.619481254	-0.161791344	-0.118060929	0.072363547	0.043166656	0.121690323	0.105123547	0.245787323	1.087923197	-0.087425921	0.002230146	0.270391547	0.155713871	0.386201197	0.110152079	-0.140612921	0.147056441	-0.162052187	0.43564653	0.174577412	0.261494864
At4g14365	-0.347867547	-0.016469901	-0.510618506	-0.081769506	-0.415789801	-0.298827506	-0.414257839	-0.092855801	-0.485069173	-2.883348347	0.125616099	0.146275583	-0.731194401	-0.541705306	-0.101527347	-0.181907901	-0.140562234	-0.436030747	0.18900525	-0.853777347	-0.137704234	-0.083259014
At4g14630	-0.903627358	0.404797735	-0.54138857	-0.307787307	-0.494652509	-0.513431237	-0.20846757	0.526699091	-0.360562904	-2.752096234	-0.247828932	-0.354868986	-1.369755309	-1.081211907	-0.441100234	-0.316643932	0.211229068	-0.365769958	0.010986348	-2.4351599	0.530863068	-0.9287219
At4g14680	-0.296790634	-0.613600069	0.227225374	-0.227366213	-0.11359304	0.057997374	0.264268374	-0.11619144	0.074583707	-0.184003581	-0.076880736	-0.321837282	-0.00743084	-0.241946613	-0.214453248	0.003782931	0.106910597	-0.089243434	-0.207741616	-0.100123581	0.122008597	-0.280675581
At4g15475	-0.097894379	0.065817697	-0.069579327	-0.024034726	0.028163321	-0.098579994	-0.26835466	-0.221802479	0.036513006	-0.144404738	0.106373697	-0.238171161	-0.145781879	-0.104267926	-0.000877405	0.002497031	-0.052568303	-0.183254779	-0.184100161	-0.056743405	0.048523031	0.104513262
At4g15490	0.352197683	-0.186182838	-0.030263601	-0.033869807	0.114120452	0.177979066	0.109947399	0.069067252	0.147478399	0.159335301	0.197560829	0.322286784	0.351830252	0.294712393	0.232364301	-0.118816505	0.007749829	0.104017883	0.284492451	0.101585634	0.096679829	0.235275301
At4g15550	-0.415611976	0.082720825	-0.144776711	-0.311958119	-0.400329053	-0.502107711	0.033913289	-0.032953253	0.049889956	-0.200931821	-0.008574175	-0.140931917	-0.517781253	-0.287276519	-0.461158488	-0.142677508	-0.036717508	-0.164137776	-0.23114125	-0.206247821	0.070317825	-0.477589488
At4g15610	-0.546376404	0.273471166	-0.738225301	0.220958054	-0.364058412	-0.584737635	-0.175411635	-0.184054412	-0.097845301	-3.038469191	-0.191591834	-0.254989954	-1.238835012	-1.330554546	-1.395362191	0.090396166	0.565947832	-0.537164004	0.256128046	-2.590569191	0.156898499	-1.981408191
At4g16890	0.027462934	-0.424615027	-0.313257415	-0.035867845	-0.260550225	0.265519585	-0.183934748	-0.034411825	-0.315349415	-1.119140781	-0.029701027	0.115129851	-0.250625025	-0.376308645	0.021641219	-0.14861236	0.11329164	-0.046000066	-0.003851816	-0.236174781	-0.145794027	-0.145711781
At4g17470	0.172792294	-1.317773247	-0.538404951	0.081669228	0.079356433	-0.227398618	-0.329192285	0.213669433	0.038507715	1.151057707	0.15087942	0.327913819	0.513343233	0.370477628	0.37214704	0.04430842	-0.070429247	0.230263694	0.195625485	0.425444374	-0.015513913	0.35929004
At4g17500	-0.51687279	-2.473337375	-0.93471287	-0.37242591	-0.82363137	-0.623599204	-0.28239987	0.32558443	-0.152422537	-2.488759104	0.107964625	-0.238643237	-1.53343037	-0.78948511	-0.684131437	-0.312551375	0.277713625	0.14965541	-0.120991237	-1.936618104	0.149766625	-1.391394437
At4g17550	0.089461446	0.320868028	0.036042955	-0.010426146	0.094056064	0.008114955	0.066290288	-0.016524936	0.292929622	0.870701273	0.153872028	0.065258927	0.378692664	0.104287854	-0.055377061	-0.075400972	0.063608695	-0.002574954	0.05190126	0.467877606	0.075679361	0.018955273
At4g18800	-0.016314302	0.103097335	0.154239177	-0.020039422	0.28007589	0.160550511	0.171072177	0.13054409	0.145844844	-0.199192675	0.030924668	0.029212524	0.05531269	-0.008534022	-0.101510009	-0.080953332	-0.028800665	-0.015112502	-0.070507476	-0.144041675	-0.104727665	0.093140658
At4g19040	-0.085385233	0.230229416	-0.466741955	0.016198237	-0.269617892	-0.544296288	-0.448218955	-0.151194292	-0.173056955	-1.423020739	0.258519082	-0.029907856	-0.716104492	-0.682137963	-0.454030406	-0.024278584	0.151005416	-0.147882633	-0.306838856	-1.084339406	0.003503416	-0.296146072
At4g19230	0.26377023	-1.270299173	-0.223273056	-0.008056537	-0.072156718	-0.276331223	-0.259888889	0.014250082	-0.105140223	-0.244897921	-0.04364024	0.264511358	0.216688282	0.200734263	-0.111813255	-0.282198573	0.091015427	-0.08571397	0.081727358	0.096774745	0.096517427	0.180373412
At4g20110	-0.216900373	0.152936624	-0.219281786	0.265385257	-0.211182085	0.001053214	0.063868881	0.049355715	0.017158214	-1.795545883	-0.004173376	-0.014206933	-0.667838485	-0.526859543	-0.138805883	0.15185529	0.037931624	-0.059947573	0.0257224	-1.391133549	0.05154529	-1.126654216
At4g20150	-0.086572186	-0.280538417	0.191394592	-0.016008159	0.243666315	0.272901592	0.378520925	-0.126446085	-0.002906408	0.680153135	-0.15455175	-0.051657911	0.242417915	0.077034441	0.228172469	-0.017392084	-0.46442975	-0.061910786	-0.011155244	0.382405802	-0.144342084	0.091916135
At4g20300	-0.263280588	0.273083473	-0.056645015	-0.142229242	-0.083861365	-0.125336349	-0.023928682	-0.014969765	0.078977651	-0.505635144	0.016483807	-0.272772721	-0.319605165	-0.398363242	-0.509339477	-0.014593527	0.07123314	-0.220683588	-0.159445721	-0.476303811	0.04961114	-0.238190144
At4g20780	-0.499095056	0.158374104	-0.335972159	0.046271936	-0.220018849	-0.135131159	0.164714841	0.065178751	0.015383174	-1.321039852	0.101027104	-0.109590838	-0.633385849	-0.371511464	-0.541712518	-0.059890896	-0.084365563	0.260537944	-0.175790504	-0.806343852	0.139319437	-0.745083852
At4g21160	-0.300123567	0.11210454	-0.087314423	0.140855491	0.00067394	-0.220976423	-0.120662423	-0.01434406	-0.094163756	-0.707307838	0.179947873	-0.069903269	-0.23975546	-0.553673509	-0.402469505	-0.069387127	0.042142207	-0.119267967	0.058850398	-0.484255172	-0.14876646	-0.248869172
At4g21680	0.454043591	-3.257747219	0.130766788	-1.000692723	-0.338051118	-0.131239879	-0.586768546	0.215422082	0.015341121	-0.185957554	0.049621447	0.464334303	0.934999282	0.586073477	-0.270808887	-0.990851219	0.294446114	0.183004991	0.056260303	0.529408446	0.074008781	0.68055478
At4g21830	-1.034344784	-1.979849855	-0.292338226	1.074326313	-0.284738255	-0.173668559	-0.259470559	0.073945945	0.029304107	-3.263517612	0.042531145	-0.254948441	-0.922113055	-1.610021487	-0.408904279	0.632002478	0.139036811	-0.187002784	0.077708893	-2.086616945	0.181146478	-0.999575945
At4g22750	0.166523661	-0.416403306	0.287111118	0.103396379	0.154003198	-0.031770549	0.273652784	0.044674198	0.168011451	0.048542419	-0.217591639	0.130347223	0.121954598	0.045924379	0.192038086	0.044480694	-0.101057973	0.083168461	-0.010228444	-0.145943914	0.057089027	-0.161767247
At4g22920	-0.161587684	-0.061923009	-0.524798164	0.017620992	-0.156888694	-0.408462831	-0.381573831	0.148394506	-0.024877164	-1.026966687	0.172130991	0.070209853	-0.027222294	-0.433352008	-0.55796202	-0.015986343	0.266197657	-0.160295884	0.19792452	-0.980141687	0.188707324	-0.538630353
At4g23100	-0.037897711	-1.439329323	-0.073952797	-0.695602546	-0.129687808	-0.020496131	-0.136454797	-0.157381608	-0.336516131	0.001616306	0.327493677	0.184047697	0.385719792	0.318364054	0.320938972	-0.601867656	0.091649677	-0.125177511	0.319540364	0.275561972	0.226733011	0.209143639
At4g23150	-0.610007853	0.722913896	-0.513974391	0.325968333	-0.299858051	-0.078422391	-0.363773391	-0.335769051	-0.354978725	-3.346787084	-0.33015277	-0.443957394	-1.074981651	-1.001314667	-0.259248084	0.65409823	0.06893323	0.190119147	-0.104475394	-1.486356084	0.42721223	-0.684797417
At4g23180	0.009674832	0.658141128	-0.180192325	0.234611911	0.00025403	-0.386454658	-0.207920992	0.03564103	0.014205342	-0.518874189	0.013194795	0.131783012	0.03888843	0.009324711	-0.281189856	0.045130128	0.271784128	0.246877232	-0.032579322	-0.186012189	0.148935461	-0.238647856
At4g23400	0.027197188	0.471763645	0.094858763	-0.066961233	-0.164625943	0.136247429	0.101399096	0.180719257	-0.045638237	0.510742613	0.255140311	0.355246981	0.061678457	0.223035367	0.017278279	0.121945645	0.347882645	-0.152081412	-0.113592685	0.367470279	0.155066645	-0.058006387
At4g23550	-0.316365165	1.946202359	-0.18143468	0.392665058	-0.156324307	0.31677632	-0.111113013	0.451443893	-0.069587346	-1.235650404	0.008440693	-0.285859443	-0.579950907	-0.576613142	-0.378019738	0.505978359	0.227095026	-0.170877765	-0.287840443	-0.637574738	0.092922693	-0.944303071
At4g23600	0.292897121	-1.975180894	0.214360096	0.195468647	0.467525747	0.377959096	-0.161287904	0.131393347	0.267040429	2.599986929	0.147451106	0.188371053	1.461998347	0.980576247	1.020285929	0.011085106	-0.273653227	0.162381121	0.055762386	3.104156596	-0.343580894	1.175401596
At4g23630	-0.341910376	-1.905292248	-0.283828479	0.008581496	0.043023997	0.034793521	0.296109521	0.232892797	-0.055966812	-0.623401314	-0.234960581	-0.391164433	-0.412604003	-0.638649904	-0.34502798	0.349464752	-0.146494581	-0.180036976	0.030704567	-0.448981314	0.154033086	-0.439056314
At4g23810	-0.739370352	1.472884428	-0.541946582	-0.213502462	-0.567564056	-0.665445916	-0.065510916	0.072783944	-0.310095582	-1.507672592	0.319839428	-0.32717541	-1.402758656	-0.596409862	-1.006544592	-0.075776239	0.567237095	-0.513219952	-0.252683743	-0.694770925	0.138644761	-1.168902259
At4g24290	0.021283309	0.391705228	-0.061847196	-0.007761714	-0.075330903	-0.212334529	0.053537471	0.023855697	0.002432138	-0.724283215	-0.038372105	0.087252491	-0.172432103	-0.055746514	0.026018452	-0.065493772	0.122936228	0.045137709	0.055969824	-0.535803548	0.045199895	-0.157944881
At4g24340	-0.179337978	-2.188126506	-0.440362091	-0.098152	-0.208987792	-0.478329091	-0.382750425	0.050573208	0.049619242	0.045273561	0.127610827	-0.019453402	-0.253147192	-0.2616564	-0.192231772	0.264679827	-0.001644839	-0.120180178	0.123595931	0.715055228	0.219789827	0.415382895
At4g24350	0.384628053	-2.608451871	0.416561554	-1.12032309	-0.358921294	-0.126607113	-0.363246113	-0.031771894	0.061657887	1.897594562	-0.002710871	0.271187466	0.963777706	1.23142071	0.578005562	-0.232481204	0.012848463	0.189244253	0.074840466	1.061674229	-0.105926204	1.472809895
At4g25030	-0.767054889	-0.305028679	-0.410856894	-0.089968428	-0.426556197	-0.20928656	0.152043773	-0.125726997	-0.107012894	-1.608257945	-0.129610012	-0.440070381	-0.701221597	-0.754823228	-0.533314612	0.140238988	0.183900988	-0.232677089	0.105189952	-0.834696945	0.311097321	-0.878101945
At4g25130	0.23988691	-0.09507137	0.106519169	-0.114870981	0.04689531	-0.078566497	0.318626836	0.12489351	0.175317169	0.139137351	-0.19531137	0.225993168	0.11763611	0.148910619	0.466466018	0.04932063	-0.185992037	0.19630711	0.233353168	0.138502018	0.139324963	0.186005018
At4g25200	-0.188108798	0.609476832	-0.015194016	0.130574348	-0.225873571	-0.257027016	0.006023317	0.101048029	-0.277430349	-0.442288152	0.120728832	-0.070384728	0.380820029	-0.105198052	-0.251524485	-0.032071835	-0.090323502	0.164536402	-0.167906728	-0.398787485	0.123773165	-0.155698485
At4g25480	0.174039897	0.223784763	0.112881158	0.132531565	0.43497271	0.077317824	0.154431158	0.05839531	0.237425824	0.62630625	-0.35190657	0.144061803	0.32960971	0.054471765	-0.083588083	-0.02571357	0.003940763	0.234685097	0.142699137	0.15860825	-0.236550237	-0.004303416
At4g25490	-0.051517684	0.247178997	-0.375003529	0.254873516	-0.272598405	-0.461959195	-0.308497195	-0.060347805	-0.271234195	-0.103636995	-0.13161167	-0.058336328	-0.132342005	-0.046288884	-0.092973661	-0.165364003	-0.228986003	-0.034958884	-0.123018328	0.131744672	-0.004126336	0.216152672
At4g25810	-0.466696442	-0.123987562	-0.157763564	0.181880865	-0.115171991	-0.471745231	0.135129769	-0.066888991	-0.074859564	-1.083213804	-0.535040562	-0.245027316	-0.686466791	-0.792043335	-0.676294804	-0.355311229	0.106217105	0.302524558	-0.167586316	-1.248254137	-0.117231895	-0.507539804
At4g25900	-0.670684696	0.537146884	-0.30097625	0.197059345	-0.203050121	-0.06971325	-0.09180625	-0.203042321	-0.254203584	-2.258091806	-0.153935116	-0.128842876	-0.745686721	-0.627189655	-0.521273473	0.372842884	0.300242551	-0.184945896	0.039793124	-1.25319014	0.189808884	-0.702001473
At4g26400	0.055425971	0.149333666	0.234514224	-0.087409401	0.091880639	0.064033557	0.085991557	0.135628039	0.170829224	-0.624059843	0.170365333	-0.016889888	-0.017621761	-0.350452001	0.042279491	-0.022878001	0.093299666	0.112634571	-0.105207555	-0.037560843	0.070824999	0.034312824
At4g27070	-0.373343372	-1.065615673	0.164835536	-0.262161375	-0.041303308	-0.101441131	0.332248869	-0.108263308	0.004236869	-1.642508576	-0.04624134	-0.118496571	-0.150670508	-0.320675775	-0.067801909	-1.455746673	0.182710993	-0.266087972	0.053025429	-0.854182242	0.10539366	-0.580964576
At4g27280	-0.39049357	-0.234956313	-0.253841289	-0.145218207	-0.309566512	-0.344964289	-0.069593622	0.086067888	-0.254869955	-1.673857781	-0.184677646	0.017443614	-0.484644312	-0.397945807	-0.043699781	-0.454353313	0.093722687	-0.08484877	-0.095904719	-1.079578448	0.182002687	-0.278916448
