gene	atnos1	coi1	dde2	ein2-1	ein3	jar1	jin1	mpk3	mpk6	ndr1-1	nho1	nia2	npr1-1	pad4-1	pbs2-1	pen2	pmr4	rbohD	rbohF	rps2-101C	sag101	sid2-2
At1g75040	-0.438996287	0.33340717	-0.101738167	1.021168344	0.413473558	0.068048167	0.407316833	0.138299958	0.2081505	-3.423959858	-0.11794783	-0.120858909	-0.533320442	-0.502789856	-0.233766191	-0.476013163	0.20543317	0.751268313	-0.035788576	-1.004222191	0.340938837	-0.734038858
At1g75950	-0.110484868	-0.271016098	0.105253328	-0.139696672	0.067464595	-0.039484005	0.091629995	0.004903595	0.007757662	-0.056437784	0.130725569	-0.269950443	-0.147482405	-0.066421072	0.06664955	-0.059682098	-0.053499765	-0.232046268	0.019337557	-0.523795117	-0.124300098	-0.237896117
At1g76490	-0.177255733	-1.541181348	-0.351031516	-0.156868548	-0.363368109	-0.476625183	0.052757817	-0.042671509	0.051091817	-0.766229581	0.374168652	0.153463444	-0.203336309	-0.226115348	-0.433364581	-0.151922348	0.096886318	-0.071598733	0.306436444	-0.443062247	-0.011525682	0.133502419
At1g76960	-0.506344632	0.780151387	-0.282864268	0.696731782	0.339583261	-0.335434935	0.032736732	-0.060765939	0.121012065	-1.612384399	0.056951387	-0.125020423	-0.496003939	-0.690458418	-0.460380733	0.415967387	0.147165721	-0.038053832	0.440879243	-0.787818399	0.313313387	-0.917060733
At1g77510	-0.195295637	1.354083088	-0.127216511	-0.135664572	-0.25733417	-0.228307511	-0.140459511	-0.08234937	-0.299242178	-1.174498515	-0.217259912	-0.372542956	-0.41466557	-0.471717172	-0.618220849	0.521681088	-0.069451912	-0.106484837	-0.212736956	-0.212013515	0.133387421	-0.537761515
At1g78080	-0.180860721	0.879662707	-0.416293281	0.062431989	-0.126912845	-0.050247947	-0.128211614	0.132927755	-0.114447281	0.550163442	0.15331404	0.163919925	-0.176860045	-0.255562611	-0.356033891	-0.19295996	0.32727404	-0.293428521	0.418175592	0.010853776	-0.049761627	-0.279183558
At1g78670	0.183660398	-0.13687515	-0.08991835	-0.08391561	0.098535278	-0.006754017	0.189551316	-0.002321722	-0.015005684	0.87068317	0.042700517	0.012490183	0.397548478	0.24256359	0.057207504	-0.111284483	0.031289517	0.226171998	-0.196971484	0.88741017	0.140043183	0.226206837
At1g79550	-0.067674253	0.440253534	0.078157342	-0.056820911	-0.192561433	-0.166312658	-0.090876658	0.003816967	-0.272797658	-0.273568121	-0.061282799	-0.095997691	0.002549167	0.106499489	-0.192285455	-0.083630466	-0.060080132	-0.030131853	0.166115976	-0.689939121	0.042543534	-0.243466121
At1g80040	-0.244419042	0.100012861	0.250326152	-0.085435816	-0.03722496	0.072794485	0.110522485	0.19102584	-0.028225515	-0.326492942	-0.069488473	-0.132881652	-0.18697536	-0.171070016	-0.070245609	0.070381527	-0.023173139	-0.144186842	0.053247348	-0.213958942	0.098017861	-0.185744276
At1g80460	-0.077517413	1.286118307	0.260169187	0.064272944	0.131124139	0.19185852	0.030851187	0.075067339	-0.03228648	-1.073616472	-0.77719736	-0.204823067	-0.271890261	-0.449750856	-0.618494139	0.60306164	0.12926064	-0.404548613	-0.203871733	-0.375843472	0.050551307	-0.342176139
At1g80590	-0.280968564	-1.025331482	-0.372967828	-0.06996373	-0.155869177	0.125445839	-0.136092161	-0.112128977	0.148839839	-1.318889417	0.090410518	-0.233859807	-1.068600977	-0.46089613	-0.54126675	0.144444851	-0.149179482	-0.223445964	0.017332193	-1.014924084	0.098332851	-1.180561417
At1g80830	-0.079062813	-0.285137991	0.081818622	-0.154106196	0.059910143	0.141762289	-0.033014044	0.205792943	0.084277622	-0.223375276	0.106610343	0.168934695	0.053563943	0.108018204	-0.231147943	0.381953343	0.183598343	0.312188987	0.132097028	0.28539039	-0.026138657	-0.357037276
At1g80840	-0.786765366	-0.641242564	-0.560173093	-0.036049035	-0.406047651	-0.606923426	-0.352727426	0.100539349	-0.179815426	-2.038549734	-0.004672897	-0.214761285	-1.054654451	-0.668630635	-0.456951067	-0.003919897	0.393679436	-0.466055766	-0.007864285	-1.020949734	0.038209769	-1.5880294
At2g01450	-0.02673477	-0.746012863	-0.324227882	0.052104571	-0.088652176	0.066873785	-0.372426215	0.082469224	-0.033213215	0.402507028	-0.392313863	0.075099794	-0.061950576	0.110574371	0.603336028	0.014595137	0.075163137	-0.15858777	-0.006096872	0.525247695	0.067253137	-0.060862638
At2g02100	0.800056255	-1.257092597	-0.491778578	-0.398715281	0.304842323	0.480039422	0.111190756	0.127469923	0.159454422	2.966031416	0.148750736	0.294896976	1.097668523	1.214539919	1.424967082	-0.05713093	0.367320403	0.415231655	-0.15667069	2.374383082	0.002892403	1.204814416
At2g02930	-0.939401582	-0.265966702	-0.555263844	-1.027751251	-0.789375867	-0.914319844	0.263927156	-0.246530867	0.028948823	-3.904103151	-0.349195702	-0.487162702	-1.172166067	-1.037754651	-0.532345817	0.136050631	-0.188778036	0.041013418	-0.257823369	-1.860696151	0.241840298	-1.169747817
At2g02990	0.568655634	-1.075575776	-0.219246438	-0.214631593	0.06528345	0.986163229	0.391685229	0.32720865	0.418689229	0.491537157	0.177800557	0.078161869	0.67165905	0.620743207	0.001569157	-0.105856109	0.172311557	0.274470834	-0.159862464	-0.18024351	-0.105470776	0.014781823
At2g03470	-0.070949081	-0.336811649	-0.157366994	-0.027733377	-0.10634484	-0.034125994	-0.074158327	-0.06617104	-0.155353327	-0.217521223	-0.149209316	0.008109937	-0.15699944	-0.151356977	-0.083714556	0.019448684	-0.030096982	-0.054409481	0.028775271	-0.199726223	-0.060958982	-0.034172223
At2g03680	-0.148629159	0.328465692	0.023394453	0.105244016	0.120047617	0.323062787	0.11508512	-0.083678383	0.036807787	0.191741119	-0.143216975	-0.199442839	-0.145740383	0.021347616	0.521473452	0.291636692	0.105108692	-0.079123759	0.077539494	-0.133194881	-0.068482975	-0.048030548
At2g03760	0.24349964	-0.561197862	-0.487184357	0.105681656	-0.10867225	-0.231732024	0.014523643	0.37025355	-0.27174469	-0.486187181	0.074825805	0.38278946	0.47623595	-0.027091544	-0.596536181	-0.161783862	0.264874805	-0.06906156	0.571364126	-0.551891514	-0.166505529	-0.520724181
At2g04160	0.027403535	-0.377159415	-0.188035133	0.010299789	0.026088515	0.137990867	-0.0909008	-0.032343285	0.0027972	-0.131174676	0.107472585	0.114907566	0.330607715	0.183431989	-0.013030343	-0.002292749	-0.012203749	-0.085973065	0.326400233	-0.083873676	0.149506918	-0.161494676
At2g04400	-0.417033474	-1.638375066	-0.433824869	-0.28148261	-0.181522367	-0.102968869	-0.146486536	-0.231596567	-0.480769203	-2.179812608	-0.373211066	-0.106679048	-0.523077167	-0.30209721	0.114075392	-1.1552674	-0.2481484	0.051098926	-0.209852048	-1.003916941	-0.046587066	-0.661430275
At2g04700	0.527779162	0.104988017	0.1968784	0.055433188	0.257643439	0.224913066	-0.0471116	0.190030039	0.172254733	1.274816647	0.36488435	0.218960271	0.512871039	0.452459388	0.602641314	0.16917335	0.004275684	-0.084272438	0.119499271	0.801527647	0.05853335	0.448014314
At2g05910	-0.218087153	-0.083313719	-0.440963283	-0.058684671	0.058835406	-0.170941616	-0.091093283	-0.133634794	-0.277098283	0.114373589	0.039984615	-0.036315547	-0.424249194	-0.070719471	0.186189923	-0.150595052	-0.004043052	0.120596647	-0.25258288	-0.157967411	-0.126292719	0.022275923
At2g05940	-0.678545531	-0.850523108	-0.543907095	-0.069424809	-0.534796919	-0.219364762	-0.213374429	0.092731481	-0.169688095	-3.176025245	-0.006739441	-0.237387449	-0.866766319	-0.843753809	-0.892226245	-0.167954441	-0.316550441	-0.060934731	0.126506218	-2.195769578	0.020766225	-0.657297578
At2g06050	-0.75195427	-4.083448427	-0.384557274	0.40010231	-0.075668545	-0.155827274	-0.160763607	-0.072364745	0.04116606	0.442156817	0.00547424	-0.460295482	-0.214841145	-0.26758209	-0.237711516	-0.49602676	0.069975573	-0.22879567	-0.158607482	-0.069775516	-0.19418676	-0.458787849
At2g06850	-0.070842442	0.050150176	0.118799136	-0.030140596	-0.09942697	0.069351136	0.183157803	-0.00501957	-0.037128531	0.673725092	-0.070046157	0.080749682	0.02367463	0.293731004	0.320524759	-0.027542824	0.195158509	-0.014615042	0.184476348	0.381369425	-0.063372157	-0.139175908
At2g13810	-1.169145156	0.505420019	-0.100406563	0.47394728	-0.18427834	-0.645470563	-0.07887823	0.12489926	-0.197640896	-2.357941196	-0.031174315	-0.521301255	-1.06800214	-1.53987272	-1.03626553	-0.296736315	0.138154019	-0.401649356	-0.524033589	-1.646184196	-0.015282981	-1.23849753
At2g14290	-0.981081955	-1.484560106	-0.834305292	-0.0824304	-0.549782168	-0.906652292	-0.450053292	-0.144985968	0.068852708	-2.151425345	-0.019844773	-0.343057602	-1.091111368	-1.1916576	-1.376793345	-0.555450773	0.207260561	-0.232290155	-0.121318268	-1.855162345	0.059615227	-1.106617011
At2g14560	-0.350599143	1.549143695	0.357108881	-0.038632804	0.375569926	1.040020214	0.917082547	0.071261326	0.426214881	-3.030964337	0.009183695	-0.532585902	-2.945360674	-0.960341004	0.502931997	1.058979361	-0.100669972	-0.439913743	-0.544125902	-1.28013867	0.292739695	-3.585395337
At2g14610	-1.522437018	1.697397499	0.104942481	0.074665056	-0.344732285	0.239969481	0.484528814	-0.086660685	0.057983148	-5.131708618	0.208115833	-0.828310074	-3.988188285	-2.826767344	-0.146014951	1.382702166	0.311351499	-1.128283018	0.347083593	-2.086439618	1.020192833	-5.391513951
At2g14620	-1.40174786	1.835849063	-0.288498726	0.173515515	-0.608731379	-0.556264393	-0.458932059	0.182708221	-0.402550393	-4.009946569	0.119773729	-0.418978529	-2.540528779	-2.491679885	-0.982244569	0.483059063	0.388973063	-0.64458526	0.388592138	-2.899760569	0.395543396	-3.553846236
At2g15390	-0.750221537	-0.626945554	-0.38021125	-0.275645056	-0.379782426	-0.447400917	-0.175909917	-0.174337826	-0.336022583	-2.331558635	-0.172363554	-0.218646435	-1.413023426	-0.895508456	-0.879826968	-0.259897887	-0.012474221	-0.304224337	-0.131254769	-1.345260968	0.138651113	-0.845258968
At2g15970	0.676858833	-0.096589018	-0.368957596	0.247799598	0.345663106	0.313142071	0.116530404	0.016792106	0.042615404	2.143201891	0.111857982	0.40998695	1.162143906	0.972559198	0.648929225	-0.032003018	0.143790316	0.230718833	0.14958695	1.919978558	-0.228109684	0.720718225
At2g17120	-0.083497845	1.189536838	0.05967675	0.374064404	0.338556361	0.223041416	0.139296083	0.048760361	0.093759416	-1.581285513	-0.502754495	-0.089374261	-0.432207839	-0.647799996	-0.415712179	0.211795838	-0.162818162	0.153815555	-0.068551595	-0.959447179	0.091387505	-0.276179513
At2g17390	0.007050074	-0.531678506	-0.045966857	0.04410602	-0.150747639	0.074691809	0.130873809	-0.067693639	-0.076093524	0.106204574	-0.017117173	-0.011332336	-0.103482839	0.07335402	0.104260907	-0.249398839	-0.110745173	0.046711474	-0.103399336	-0.15590876	-0.163986173	-0.115668093
At2g17450	0.144093976	-0.540897167	-0.094093645	-0.01866639	-0.083445288	0.106012355	0.124574022	0.004945112	0.091294689	0.355622851	-0.048674501	0.005147463	0.292202312	0.00918121	0.111074851	-0.020197167	0.182856499	-0.205890424	0.118901463	0.388183518	-0.028329167	-0.056995149
At2g17500	-0.602702479	-1.720586517	-0.596874234	-0.41959057	-0.34783144	-0.369935234	-0.183825234	-0.07464064	0.171599766	-2.073868117	-0.05955085	-0.168814299	-0.55048164	-0.73437497	-0.837418117	-0.32519185	0.102804483	-0.295552279	0.111512034	-1.70758945	-0.02735285	-1.093434117
At2g18210	-0.479453228	-0.706083601	-0.739382702	-0.413869922	-0.445461553	-0.194747035	-0.144924369	-0.034376553	-0.272688702	-0.862285318	0.076593399	-0.08941516	-0.741222753	-0.415348722	-0.478654652	-0.133150267	0.041644399	-0.200549428	0.268528506	-0.708772318	0.065664733	-0.598236652
At2g18660	-0.47218157	1.480899706	-0.016259682	0.094870988	0.009788623	-0.082766015	0.075407318	0.085129423	0.105767985	-3.671696741	0.097294706	-0.062381337	-0.574455777	-1.540510212	-0.147621741	0.34158404	0.265144373	-0.24699037	0.110595996	-2.307501075	0.07961304	0.011629259
At2g18680	-0.49116884	0.025752035	-0.113061362	0.077169312	-0.115334341	-0.229971695	0.077935305	0.273710059	0.181393971	-1.52556994	-0.197479965	-0.066541192	-0.471709541	-0.733436088	-0.922506273	-0.103690965	-0.090504299	-0.17815684	-0.075841526	-1.259156273	-0.116056632	-0.762442273
At2g18690	-0.88770133	-0.46967469	-0.456221581	-0.472900863	-0.228370505	0.251084752	0.185565752	0.104905695	-0.075989248	-3.184566845	-0.119255024	-0.309170624	-0.941013305	-1.018412063	-1.043128511	-0.16622369	-0.151231024	-0.63280253	0.201919376	-1.933803511	0.156075643	-0.718694178
At2g18960	0.028157728	-0.143514846	-0.007858168	0.163165011	-0.08774357	-0.117708835	-0.141981835	-0.15541497	-0.131198835	0.688514801	0.401847487	0.053176663	0.24228943	0.368763811	0.113596801	0.019400487	0.108224821	-0.439270272	0.276125329	0.633381467	-0.183123179	0.112808801
At2g19190	-0.111527471	1.740606373	-0.179832443	-0.019523112	-0.296227289	-0.181850776	-0.496098776	0.146457511	-0.554303443	-2.420583146	0.04661204	-0.540433078	-1.332061089	-0.822004912	-0.631564813	0.21255604	0.24595904	0.048167129	-0.399567078	-0.031377813	-0.072138293	-1.23226848
At2g19310	0.237489178	0.201298199	0.319386481	-0.018084214	0.00169806	0.005934814	0.192018148	0.15379866	-0.174500852	-0.227867309	-0.153160468	0.297535678	0.71016866	0.430194786	-0.022213976	0.022336199	-0.291685135	0.211247778	0.004806011	-0.036835309	-0.126282468	0.476463691
At2g19790	-0.008288611	0.244112928	0.021013901	-0.018392327	-0.044941499	0.078773901	0.035683234	-0.105029099	0.197773567	0.306784855	-0.212430072	-0.010187285	0.189810301	-0.009176327	-0.137729811	0.286339928	-0.055106405	0.153754989	-0.092458618	0.349879522	0.091143595	0.211848189
At2g21660	0.582414054	0.109781119	-0.084388052	-0.124268866	0.378214996	0.728516948	0.066705948	0.270591596	-0.156719385	3.013766511	-0.285399881	0.474269044	1.045109196	1.513772934	1.560771511	0.023070785	0.106391119	0.098007454	-0.17948529	1.832526844	0.192788119	0.747870844
At2g21900	-0.204060783	0.786287711	-0.112318532	-0.015244537	-0.066695731	-0.161068199	0.016917801	0.132046069	0.203250468	-0.776065208	-0.090071956	-0.259217617	-0.888820131	-0.527225737	0.006814792	0.169967044	0.030809711	-0.151566383	-0.048280951	-0.620109541	0.244587377	-0.595839208
At2g22330	0.012567343	-2.309538569	0.049584502	-0.492195793	-0.212483388	-0.013831498	0.035622502	-0.263722188	-0.275764164	0.039941162	-0.201572235	0.078958721	0.210778212	0.449289607	0.459211495	-2.691974902	-0.406715235	-0.097552057	0.118788388	0.505141495	-0.359710569	-0.154019838
At2g22500	-0.663788946	-0.096555639	-0.347435736	-0.047604142	-0.048214753	-0.206348069	0.120344264	0.084165847	-0.136914736	-1.37347405	0.108718028	-0.00551539	-0.316995153	-0.415525142	-0.403018383	-0.145515305	0.229623028	-0.135610746	-0.14446439	-0.597803716	0.048815361	-0.199761383
At2g22690	0.036429258	0.159476542	-0.24955019	0.203092481	0.022019037	0.136499144	0.042778477	0.066780237	-0.08971019	-0.126301782	0.134849542	0.071532178	0.071965437	0.035524681	0.127097551	0.015459209	0.101780876	0.044249058	0.072889845	-0.259299116	0.089194542	-0.011899782
At2g23150	-0.066879849	-1.070970629	0.174007545	-0.022119294	-0.008889066	-0.049153455	-0.217014788	0.160419334	0.281059212	-0.226423835	0.326766704	-0.091265426	0.224196934	0.013252106	-0.369019501	-0.355958296	0.271344704	-0.006106649	0.072251908	-0.166495835	0.057362038	-0.164124835
At2g23450	-0.151313811	-0.313469485	-0.043584139	-0.045463778	-0.085077248	-0.099893806	-0.084842473	0.006774552	-0.086207473	-1.063876357	0.004459849	-0.030476745	-0.019044248	-0.249128578	-0.495918691	-0.130246485	0.114024182	0.051609589	-0.070571412	-0.254933024	0.152118515	-0.244797357
At2g23460	-0.077223213	0.117678555	-0.136694102	0.112887672	-0.469219131	-0.108010102	-0.494983102	0.005707069	-0.293836102	0.239919903	0.178978221	0.093259094	-0.009421931	0.318836272	0.238908236	-0.083436445	0.222778888	0.042305787	-0.045098906	0.074758236	-0.110705445	0.045984236
At2g24200	-0.50134768	-0.349510926	0.175689465	-0.288311901	-0.249843579	0.142522798	0.096374131	-0.295957179	-0.054116869	-0.477068738	0.215415074	-0.288605703	-0.134565179	-0.182335901	-0.420806405	-0.482953926	-0.122232593	-0.32696208	-0.71604437	-0.642440738	-0.142895593	-0.585372738
At2g25110	0.024397096	0.322558213	0.075439077	-0.194337015	-0.055993699	-0.13583759	0.021925077	-0.049748499	-0.135247256	-0.589517451	-0.15720612	-0.159729265	-0.307370699	-0.346761015	-0.237238784	0.306218213	-0.12266912	-0.051682104	-0.194959931	-0.535572451	-0.010457787	-0.269727451
At2g25450	0.480892347	-1.699005012	-0.087839716	-0.231527417	0.129638063	0.324285617	-0.036383716	0.345631663	0.10527595	1.203566817	0.400407654	-0.073949576	0.799555463	0.678954783	0.286996484	-0.324373012	0.428342321	0.420178947	0.201102424	1.210185484	0.145632654	0.265877817
At2g25670	-0.296673104	-0.032939532	-0.326121638	-0.105963294	-0.188398683	-0.178852638	-0.276166638	0.033260117	-0.174916305	-0.547493989	0.115795135	-0.06968134	-0.334553283	-0.175865294	-0.229713656	-0.242350532	-0.239532865	-0.094863104	-0.18648534	0.052967011	-0.205077199	0.137746677
At2g25900	0.249770323	0.111652034	0.072774779	0.156358374	0.224632253	-0.056663887	0.225239446	0.098722053	-0.010466887	0.648930981	-0.170470299	0.051001896	0.190253053	0.345045574	0.262568981	0.019441701	0.114542368	0.095545923	-0.102401104	0.525937981	-0.120420632	0.266386981
At2g26190	0.014944667	0.102311043	-0.008621625	-0.02163183	0.027741114	0.046499375	0.088916042	0.086607914	-0.014076291	-0.580503863	0.00146671	0.061269964	0.164546514	-0.18032303	-0.057336197	0.19085071	0.175190043	0.118125867	0.043828964	0.079777137	0.406549377	-0.13816953
At2g26690	0.117898779	-0.94504667	0.414664276	0.007782081	0.07238119	0.228211943	-0.092533391	0.12765039	0.209619943	1.256340761	0.09086733	-0.133681742	0.48786219	0.343068881	-0.052600905	-0.135524003	-0.29510867	0.062218179	0.096290591	1.206571095	-0.30066167	0.562741095
At2g28210	-1.174993079	-1.136301514	-0.939288716	-0.273227607	-0.691003054	-0.878539716	-0.069879049	-0.856388454	-0.130896049	-2.387547638	0.124984819	-0.443413424	-0.846643454	-1.059786607	-1.073805305	-0.425041514	0.038215486	-0.024838279	0.529321242	-2.314521638	0.216033486	-1.018771638
At2g28305	0.052744365	0.568920112	-0.122590895	0.149127094	0.099980253	-0.136367228	-0.072771895	0.153488853	0.184488772	0.252821508	0.176321112	0.014873959	-0.040183547	-0.139382906	-0.371852159	0.146638779	0.255798112	0.086719165	0.072798959	0.138616841	0.213592779	-0.187890492
At2g28400	-0.250435401	-0.645614683	-0.016769763	-0.006393527	0.088253346	-0.375737097	0.039052237	0.060496946	0.17972957	-2.711113218	0.279584317	0.123295991	-0.644225654	-0.964714727	-1.079752552	-0.074288349	0.132551984	-0.236486201	-0.079596342	-1.554539552	0.455177984	-0.641088885
At2g29080	0.048378167	0.250978223	-0.057715214	-0.003744234	0.07997881	-0.118248881	-0.150522547	-0.02965439	-0.056448881	-0.446024287	0.138140556	-0.085410285	-0.12480759	-0.056065034	-0.245337954	0.001563556	0.206299223	0.014811967	-0.020404952	-0.153328621	-0.020997111	-0.133952954
At2g29350	-0.557528831	0.102224806	-0.110158052	0.735340738	0.204407328	0.075232948	0.011710614	0.036441728	0.157205614	-1.559935702	0.283404473	-0.10309865	-0.231275072	-0.893967862	-0.673632369	0.215635139	0.239482806	0.150957969	0.148416017	-1.024281702	0.016659139	-0.612321036
At2g29420	-0.855124589	0.522189893	-0.641640279	0.394453224	-0.476356365	-0.383545946	-0.025661279	0.110310435	-0.445709946	-1.195523631	0.029278559	-0.103109321	-0.344420965	-0.664252376	-0.768417298	-0.031591107	0.595872559	0.071587211	0.024660679	-1.303394964	0.369875559	-0.918215631
At2g29450	0.03567771	-2.432900196	-0.367287182	0.202869843	0.063528618	0.385215818	-0.541506182	0.276280618	0.086818152	0.450056861	-0.017495863	0.134070306	0.591458418	0.369954243	-0.043738473	-0.294733529	0.346461471	0.11029011	-0.061792694	0.697267194	-0.338302863	0.322626527
At2g29460	-0.489411959	-2.320671802	-0.380204841	-0.222818087	-0.330774937	-0.391301841	-0.129873507	-0.027381937	-0.049549507	-2.721425092	-0.472069469	-0.032920212	-0.317009937	-0.435023887	-0.817172425	-0.282161135	0.247970865	-0.020762159	0.283672788	-1.996313425	0.071300865	-0.986780092
At2g29490	-0.714998276	-1.07096597	-0.656823698	-0.12845421	-0.510837505	-0.681275365	-0.161927698	-0.010113905	-0.162011698	-1.357768873	-0.140360303	0.145383351	-0.350452905	-0.28664621	-1.128702206	-0.83664097	0.128383364	0.169577324	0.558718684	-1.095865206	0.23777403	-0.708111873
At2g29500	-0.568396952	0.09691049	-0.393085694	0.091335316	-0.496484975	-1.09930736	-0.257008027	0.096958825	-0.354952694	-1.94306621	0.058305157	0.04961001	-0.394387975	-0.672703284	-1.388205876	-0.776087843	0.169003824	0.166232448	0.293477677	-1.915886543	0.17077249	-0.41355821
At2g29720	-0.328357958	-0.441426614	-0.330449215	0.120521989	-0.070945196	-0.160028215	0.183240785	-0.008439996	0.214299118	-0.971873574	0.210974053	-0.125208486	-0.659882396	-0.549324211	-0.475603907	-0.058532614	0.09329872	-0.084195758	-0.510449153	-0.72697024	0.08998672	-0.840262907
At2g29980	0.46695892	0.458873493	0.348044852	0.227370382	0.310076221	1.039475519	0.149229186	0.053970221	0.093618852	2.073444788	-0.050629174	0.426551018	0.957252821	0.631568382	0.839572788	0.41105416	-0.118753507	0.32982052	0.133424685	1.151824121	-0.093239174	0.662901121
At2g30250	-0.268211569	0.110360342	-0.121495104	0.077526662	-0.116942227	-0.179241104	-0.117603104	0.054446373	-0.119268771	-1.332229289	-0.068543991	-0.226165342	-0.509958027	-0.380151338	-0.461056623	-0.193146325	-0.092899325	-0.139555369	0.067078325	-1.191617289	-0.222913991	-0.523153956
At2g30490	-0.59964179	0.686171361	-0.198144612	0.408373727	-0.136815981	0.142878721	0.366390054	0.209545819	-0.364679279	-2.185145765	-0.025083639	-0.302574294	-0.684034781	-0.445597473	-1.036277765	0.952361694	0.586198028	-0.88831879	-0.197919627	-1.103827432	0.144077694	-1.377882099
At2g30550	-0.560734391	-0.162494812	-0.08608161	0.318086896	-0.021419514	0.20585939	0.337699723	-0.117702514	0.020789723	-3.275412926	-0.422121145	-0.217267072	-1.621129514	-0.925370704	-0.390072259	0.422876188	0.036485521	-0.189785391	-0.211491072	-1.882553926	0.137153521	-2.477672926
At2g30770	-1.694630718	-0.50959778	-1.425630966	-0.018366789	-0.770168334	-1.323453966	-0.538016632	-0.580748534	-0.581700299	-5.02703639	0.286886553	-0.555916272	-2.155641734	-2.235469589	-1.76824739	0.469097887	0.787071553	-0.417662118	-0.182111606	-3.417026057	0.73469022	-2.741476724
At2g30930	-0.339865451	-0.041552159	-0.249042038	0.057895032	-0.026596361	0.110855629	0.061404295	0.148973639	0.008875962	0.543497282	0.070218508	-0.168906523	-0.137820961	-0.179179768	-0.031091718	-0.024418159	0.058280175	-0.115285851	-0.235373523	0.440637282	0.039895508	-0.144658718
At2g31380	0.312411873	0.220802641	0.042938932	0.04878755	0.168337327	-0.097415734	0.148552932	0.372473727	0.051301599	0.448551306	0.264459641	0.492371509	0.395612927	0.15816415	-0.223095361	0.072568974	0.130750307	0.140686073	0.133991509	0.302560306	0.069917307	-0.297372028
At2g31890	0.267995342	0.465008412	0.278575165	0.282247878	0.250790265	0.152263498	0.141597831	0.055934265	0.243234165	0.421402186	0.001983746	0.225634626	0.180037265	0.172911078	0.163087519	0.305551412	0.222051412	0.204887742	0.044116626	0.496140186	0.235427746	-0.088095148
At2g32150	-0.122288894	-2.203879016	-0.256546138	0.655957188	-0.106959481	-0.028382471	-0.083495805	0.332330119	0.330973529	-1.500241022	0.130135984	-0.11163216	-0.045029881	-0.994388012	-0.095091355	0.354914984	0.15812765	0.162333706	-0.147365493	-0.734663022	-0.083150016	-0.633395022
At2g32680	-0.146875624	0.60692879	-0.031416464	0.269247891	-0.024089415	0.156874536	0.015047203	0.313773585	-0.074606464	-0.23043662	-0.145113877	0.250314189	-0.078825215	0.136088291	-0.391816953	0.20357579	0.131453457	0.044753776	-0.032829144	0.15873338	0.072793123	-0.216621286
At2g33380	0.362905686	-2.354241358	-0.635239228	0.883721181	0.282528979	-0.016461895	-0.722840895	0.400277379	0.194318105	3.115496442	0.532106309	0.29458695	1.302131379	0.510635781	0.597911442	-0.221452358	0.532207642	0.025117486	0.610362617	2.483264442	0.028507976	0.357932108
At2g33830	0.282812218	-0.885708207	-0.143703384	-0.014369292	0.125898141	-0.047302051	0.077256616	0.138054941	-0.063708718	1.214800894	-0.331209873	0.051550078	-0.221966059	0.387047308	0.53265356	0.480726127	-0.15830854	0.240260818	0.267100412	1.040201894	0.252453127	0.12952656
At2g34250	-0.349287763	-0.069734211	0.094114246	-0.317314766	0.010677039	0.15748958	0.21460258	0.134339239	0.054260246	-0.951258763	-0.070938545	-0.312031758	-0.409402561	-0.482366966	-0.586953429	-0.168498211	-0.080684878	-0.378777563	0.047566242	-0.583005096	-0.096618211	-0.658671429
At2g34810	-0.17163732	-2.234641776	-0.437543195	0.126608785	-0.040884034	0.066171472	-0.346850861	0.295380966	0.231161805	-0.604853163	0.607593891	-0.010213337	0.271079366	-0.450462615	-0.99224083	-0.238917443	0.559715224	0.18113108	0.923092329	0.01519617	0.080226891	-0.80149983
At2g36530	-0.047799658	0.306154729	-0.071692249	0.093637977	-0.179997142	0.128941085	0.048587751	-0.007969342	-0.173638249	-0.446103384	-0.326981938	0.112548891	-0.003000742	0.144097377	-0.087276384	-0.065428271	-0.029747604	-0.227025258	0.341732558	-0.356770384	-0.046422938	-0.192426384
At2g36690	-0.161347392	0.777612466	0.011388497	0.107038979	-0.091802337	-0.161439836	-0.038944503	0.122921263	-0.036786503	0.041056025	0.016784466	-0.021140595	-0.229131737	0.113094579	0.377703358	0.168412799	0.159517799	0.151755208	-0.143660261	0.284331025	0.074930466	0.174683025
At2g36880	-0.269448346	0.613444155	0.221537248	-0.133238769	0.107101076	0.431101582	0.294228915	-0.004821124	-0.085193085	-0.784867161	-0.126157512	0.096768879	0.198028676	0.208269231	-0.203428827	0.917817488	0.194441155	-0.408504146	0.176728546	-0.232484161	0.090370488	-0.485499494
At2g36950	-0.693356747	-0.29407973	-0.64317222	-0.600038467	-0.580667716	-0.990281887	0.067025113	-0.127945116	-0.126366887	-1.504371472	0.126239603	-0.275996938	-0.470831516	-0.764821267	-0.916329139	-0.20317273	0.43030227	-0.059814547	-0.054977604	-1.214511139	0.34967127	-0.522732472
At2g37040	-0.533840597	0.185378769	-0.282720496	0.218639648	-0.179166883	0.062567171	-0.043600163	0.231236517	-0.321297496	-2.285235612	0.044133769	-0.001373353	-0.605941083	-0.601344552	-1.091182612	0.577936769	0.585285436	-0.582754997	-0.093337686	-1.064088945	0.093403102	-1.452878945
At2g37130	0.007660487	-1.190407722	-0.810081901	-0.727878714	-0.373990143	-0.026057235	-0.005719568	-0.210618743	0.128810432	0.887022146	0.236464611	0.149434481	-0.063749143	0.440620486	0.727631812	-0.008493055	0.111009278	-0.007586713	-0.128599519	0.821394479	-0.062657389	0.027570479
